Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Taxonomic lineage	Taxon mnemonic	Components	Genome assembly ID	Genome representation	interpro_IPR013902_count
UP001385951	Cerrena zonata	2478898	20494	C:85.5%[S:81.0%,D:4.4%],F:5.3%,M:9.3%,n:4464	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Polyporales, Cerrenaceae, Cerrena	9APHY	Unassembled WGS sequence	GCA_038087015.1	full	2
UP001388673	Kwoniella newhampshirensis	1651941	7143	C:97.1%[S:96.9%,D:0.1%],F:1.0%,M:2.0%,n:4284	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Tremellomycetes, Tremellales, Cryptococcaceae, Kwoniella	9TREE	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14; Chromosome 15; Chromosome 16; Unassembled WGS sequence	GCA_039105145.1	full	1
UP001390339	Apiospora arundinis	335852	14704	C:99.2%[S:98.9%,D:0.3%],F:0.2%,M:0.6%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Amphisphaeriales, Apiosporaceae, Apiospora	9PEZI	Mitochondrion MT; Unassembled WGS sequence	GCA_039105305.1	full	0
UP001391051	Apiospora aurea	335848	15169	C:97.4%[S:97.2%,D:0.2%],F:0.9%,M:1.7%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Amphisphaeriales, Apiosporaceae, Apiospora	9PEZI	Mitochondrion MT; Unassembled WGS sequence	GCA_038362705.1	full	0
UP001396898	Apiospora marii	335849	16303	C:98.3%[S:97.8%,D:0.5%],F:0.6%,M:1.2%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Amphisphaeriales, Apiosporaceae, Apiospora	9PEZI	Mitochondrion MT; Unassembled WGS sequence	GCA_038362885.1	full	0
UP001397290	Beauveria asiatica	1069075	10448	C:97.6%[S:97.4%,D:0.2%],F:0.9%,M:1.5%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Cordycipitaceae, Beauveria	9HYPO	Unassembled WGS sequence	GCA_038367545.1	full	0
UP001408356	Seiridium unicorne	138068	14112	C:98.1%[S:97.9%,D:0.2%],F:0.3%,M:1.6%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Amphisphaeriales, Sporocadaceae, Seiridium	9PEZI	Unassembled WGS sequence	GCA_039778275.1	full	0
UP001430584	Diplodia seriata	420778	10534	C:88.9%[S:88.7%,D:0.2%],F:4.4%,M:6.7%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Botryosphaeriaceae, Diplodia	9PEZI	Unassembled WGS sequence	GCA_021436955.3	full	0
UP001430848	Diaporthe eres	83184	14066	C:94.8%[S:94.6%,D:0.2%],F:2.1%,M:3.1%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Diaporthales, Diaporthaceae, Diaporthe, Diaporthe eres species complex	9PEZI	Unassembled WGS sequence	GCA_022570805.2	full	0
UP001432216	Cryptococcus decagattii	1859122	6540	C:97.5%[S:97.4%,D:0.0%],F:1.1%,M:1.4%,n:4284	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Tremellomycetes, Tremellales, Cryptococcaceae, Cryptococcus, Cryptococcus gattii species complex	9TREE	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Chromosome 12; Chromosome 13; Chromosome 14	GCA_036417295.1	full	0
UP001433268	Apiospora hydei	1337664	15449	C:94.4%[S:94.2%,D:0.2%],F:2.3%,M:3.3%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Amphisphaeriales, Apiosporaceae, Apiospora	9PEZI	Unassembled WGS sequence	GCA_038363865.1	full	0
UP001437256	Marasmius tenuissimus	585030	16292	C:79.3%[S:76.9%,D:2.4%],F:5.0%,M:15.7%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Marasmiaceae, Marasmius	9AGAR	Unassembled WGS sequence	GCA_040207205.1	full	0
UP001444661	Apiospora rasikravindrae	990691	15290	C:97.3%[S:97.1%,D:0.2%],F:1.1%,M:1.6%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Amphisphaeriales, Apiosporaceae, Apiospora	9PEZI	Mitochondrion MT; Unassembled WGS sequence	GCA_038363885.1	full	0
UP001446871	Apiospora saccharicola	335842	16174	C:98.0%[S:97.9%,D:0.2%],F:0.7%,M:1.3%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Amphisphaeriales, Apiosporaceae, Apiospora	9PEZI	Unassembled WGS sequence	GCA_038363915.1	full	0
UP001447188	Discina gigas	1032678	10752	C:91.6%[S:90.6%,D:1.0%],F:3.6%,M:4.8%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, Pezizomycetes, Pezizales, Discinaceae, Discina	9PEZI	Unassembled WGS sequence	GCA_040438265.1	full	0
UP001448207	Phycomyces blakesleeanus	4837	12409	C:95.9%[S:93.9%,D:2.0%],F:2.6%,M:1.5%,n:2449	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Phycomycetaceae, Phycomyces	PHYBL	Unassembled WGS sequence	GCA_040209185.1	full	0
UP001451303	Neurospora intermedia	5142	11278	C:98.3%[S:98.1%,D:0.2%],F:0.5%,M:1.3%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Sordariaceae, Neurospora	NEUIN	Unassembled WGS sequence	GCA_040412205.1	full	0
UP001456524	Phyllosticta citrichinensis	1130410	10226	C:96.9%[S:96.6%,D:0.2%],F:0.5%,M:2.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Phyllostictaceae, Phyllosticta	9PEZI	Unassembled WGS sequence	GCA_038380885.1	full	0
UP001465668	Seiridium cardinale	138064	14054	C:98.1%[S:98.0%,D:0.1%],F:0.2%,M:1.7%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Amphisphaeriales, Sporocadaceae, Seiridium	9PEZI	Unassembled WGS sequence	GCA_040143875.1	full	0
UP001465976	Marasmius crinis-equi	585013	19187	C:84.7%[S:82.6%,D:2.1%],F:3.7%,M:11.6%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Marasmiaceae, Marasmius	9AGAR	Unassembled WGS sequence	GCA_040437605.1	full	0
UP001473302	Mucor flavus	439312	11235	C:96.1%[S:94.9%,D:1.1%],F:0.4%,M:3.5%,n:2449	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Mucorineae, Mucoraceae, Mucor	9FUNG	Unassembled WGS sequence	GCA_040367835.1	full	0
UP001476247	Helicostylum pulchrum	562976	11917	C:92.1%[S:91.4%,D:0.7%],F:2.4%,M:5.4%,n:2449	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Mucorineae, Mucoraceae, Helicostylum	9FUNG	Unassembled WGS sequence	GCA_040366295.1	full	0
UP001479436	Basidiobolus ranarum	34480	19542	C:92.7%[S:61.6%,D:31.1%],F:4.6%,M:2.6%,n:758	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Zoopagomycota, Entomophthoromycotina, Basidiobolomycetes, Basidiobolales, Basidiobolaceae, Basidiobolus	9FUNG	Unassembled WGS sequence	GCA_040143965.1	full	0
UP001480595	Apiospora phragmitis	2905665	15406	C:93.7%[S:93.5%,D:0.2%],F:2.9%,M:3.4%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Xylariomycetidae, Amphisphaeriales, Apiosporaceae, Apiospora	9PEZI	Unassembled WGS sequence	GCA_038363925.1	full	0
UP001489902	Fusarium acuminatum	5515	11335	C:94.1%[S:93.7%,D:0.4%],F:1.3%,M:4.6%,n:4494	Close to standard (low value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Fusarium, Fusarium tricinctum species complex	9HYPO	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11	GCA_038181435.1	full	0
UP001492380	Phyllosticta capitalensis	121624	11104	C:97.2%[S:97.0%,D:0.2%],F:0.3%,M:2.5%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Phyllostictaceae, Phyllosticta	9PEZI	Unassembled WGS sequence	GCA_038381195.1	full	0
UP001497383	Lodderomyces beijingensis	1775926	5549	C:94.3%[S:92.5%,D:1.8%],F:0.7%,M:5.0%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Candida/Lodderomyces clade, Lodderomyces	9ASCO	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Mitochondrion MT	GCA_963989305.1	full	0
UP001497453	Somion occarium	3059160	23670	C:98.6%[S:41.9%,D:56.7%],F:0.1%,M:1.3%,n:4464	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetes incertae sedis, Polyporales, Cerrenaceae, Somion	9APHY	Chromosome 1; Chromosome 3; Chromosome 2; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Chromosome 11; Mitochondrion MIT	GCA_964035595.1	full	0
UP001497600	[Candida] anglica	148631	5979	C:97.3%[S:96.6%,D:0.7%],F:0.6%,M:2.1%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Pichiomycetes, Serinales, Debaryomycetaceae, Kurtzmaniella	9ASCO	Chromosome C; Chromosome D; Chromosome A; Chromosome E; Chromosome B; Chromosome F; Chromosome H; Chromosome G; Mitochondrion MIT	GCA_963924405.1	full	0
UP001498398	Marasmiellus scandens	2682957	20037	C:92.2%[S:78.9%,D:13.3%],F:1.3%,M:6.5%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Marasmiineae, Omphalotaceae, Marasmiellus	9AGAR	Unassembled WGS sequence	GCA_037954225.1	full	0
UP001498421	Neonectria magnoliae	2732573	12394	C:98.3%[S:98.0%,D:0.3%],F:0.8%,M:0.8%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Neonectria	9HYPO	Unassembled WGS sequence	GCA_037954305.1	full	0
UP001498476	Neonectria punicea	979145	13207	C:98.4%[S:98.1%,D:0.3%],F:0.6%,M:1.0%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Nectriaceae, Neonectria	9HYPO	Unassembled WGS sequence	GCA_037954315.1	full	0
UP001498771	Myxozyma melibiosi	54550	6273	C:91.8%[S:90.8%,D:1.0%],F:2.4%,M:5.8%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina, Lipomycetes, Lipomycetales, Lipomycetaceae, Myxozyma	9ASCO	Unassembled WGS sequence	GCA_037950935.1	full	0
UP001516464	Astathelohania contejeani	164912	2865	C:93.5%[S:93.0%,D:0.5%],F:0.8%,M:5.7%,n:600	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Microsporidia, Pansporoblastina, Astathelohaniidae, Astathelohania	9MICR	Unassembled WGS sequence	GCA_014805555.1	full	0
UP001521116	Neofusicoccum ribis	45134	12143	C:94.2%[S:93.9%,D:0.3%],F:2.1%,M:3.6%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Botryosphaeriaceae, Neofusicoccum	9PEZI	Unassembled WGS sequence	GCA_021436925.2	full	0
UP001521184	Diplodia intermedia	856260	11221	C:94.6%[S:94.5%,D:0.2%],F:2.3%,M:3.1%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetes incertae sedis, Botryosphaeriales, Botryosphaeriaceae, Diplodia	9PEZI	Unassembled WGS sequence	GCA_021495925.2	full	0
UP001521222	Nothophoma quercina	749835	9970	C:83.5%[S:83.4%,D:0.1%],F:4.4%,M:12.2%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Didymellaceae, Nothophoma	9PLEO	Unassembled WGS sequence	GCA_021642125.2	full	0
UP001521785	Paraconiothyrium brasiliense	300254	12000	C:78.5%[S:78.2%,D:0.3%],F:4.4%,M:17.1%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Massarineae, Didymosphaeriaceae, Paraconiothyrium	9PLEO	Unassembled WGS sequence	GCA_022225985.2	full	0
UP001527925	Polyrhizophydium stewartii	2732419	9229	C:88.3%[S:85.9%,D:2.4%],F:2.4%,M:9.4%,n:758	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Fungi incertae sedis, Chytridiomycota, Chytridiomycota incertae sedis, Chytridiomycetes, Rhizophydiales, Rhizophydiales incertae sedis, Polyrhizophydium	9FUNG	Unassembled WGS sequence	GCA_027604665.2	full	0
UP001556367	Hohenbuehelia grisea	104357	16440	C:94.3%[S:86.4%,D:7.9%],F:2.6%,M:3.2%,n:3870	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Pleurotineae, Pleurotaceae, Hohenbuehelia	9AGAR	Unassembled WGS sequence	GCA_040822045.1	full	0
UP001562354	Neodothiora populina	2781224	8591	C:93.2%[S:81.6%,D:11.6%],F:0.6%,M:6.3%,n:3786	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Dothideomycetidae, Dothideales, Dothioraceae, Neodothiora	9PEZI	Unassembled WGS sequence	GCA_041146345.1	full	0
UP001562357	Epichloe bromicola	79588	7810	C:96.6%[S:93.1%,D:3.5%],F:0.8%,M:2.6%,n:4494	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Hypocreales, Clavicipitaceae, Epichloe	9HYPO	Unassembled WGS sequence	GCA_041154705.1	full	0
UP001565368	Vanrija albida	181172	9025	C:93.6%[S:92.6%,D:1.0%],F:1.6%,M:4.8%,n:4284	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Tremellomycetes, Trichosporonales, Trichosporonaceae, Vanrija	9TREE	Unassembled WGS sequence	GCA_041260175.1	full	0
UP001578633	Alternaria dauci	48095	9961	C:92.4%[S:92.2%,D:0.1%],F:1.5%,M:6.1%,n:6641	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, dothideomyceta, Dothideomycetes, Pleosporomycetidae, Pleosporales, Pleosporineae, Pleosporaceae, Alternaria, Alternaria sect. Porri	9PLEO	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Chromosome 8; Chromosome 9; Chromosome 10; Unassembled WGS sequence	GCA_042100115.1	full	0
UP001583172	Humicola insolens (Soft-rot fungus)	85995	7689	C:87.9%[S:86.8%,D:1.1%],F:1.7%,M:10.3%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Chaetomiaceae, Mycothermus	HUMIN	Unassembled WGS sequence	GCA_042257515.1	full	0
UP001583177	Diaporthe australafricana	127596	14403	C:98.0%[S:97.7%,D:0.2%],F:0.8%,M:1.3%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Diaporthales, Diaporthaceae, Diaporthe	9PEZI	Unassembled WGS sequence	GCA_042257625.1	full	0
UP001583186	Sporothrix stenoceras	5173	10257	C:96.7%[S:96.5%,D:0.2%],F:0.8%,M:2.5%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Ophiostomatales, Ophiostomataceae, Sporothrix	9PEZI	Unassembled WGS sequence	GCA_042257785.1	full	0
UP001583193	Paecilomyces lecythidis	3004212	9578	C:94.0%[S:93.5%,D:0.5%],F:2.1%,M:4.0%,n:4191	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Thermoascaceae, Paecilomyces	9EURO	Unassembled WGS sequence	GCA_042258045.1	full	0
UP001583280	Ceratocystis pirilliformis	259994	6655	C:93.0%[S:92.8%,D:0.2%],F:1.3%,M:5.7%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Hypocreomycetidae, Microascales, Ceratocystidaceae, Ceratocystis	9PEZI	Unassembled WGS sequence	GCA_042258205.1	full	0
UP001586593	Phialemonium thermophilum	223376	10412	C:73.4%[S:73.0%,D:0.4%],F:4.2%,M:22.4%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Cephalothecales, Cephalothecaceae, Phialemonium	9PEZI	Unassembled WGS sequence	GCA_042366435.1	full	0
UP001590950	Stereocaulon virgatum	373712	10871	C:96.9%[S:96.6%,D:0.3%],F:0.9%,M:2.2%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Lecanoromycetes, OSLEUM clade, Lecanoromycetidae, Lecanorales, Lecanorineae, Stereocaulaceae, Stereocaulon	9LECA	Unassembled WGS sequence	GCA_042464655.1	full	0
UP001590951	Lepraria finkii	1340010	12478	C:88.7%[S:88.5%,D:0.2%],F:6.0%,M:5.3%,n:1706	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Lecanoromycetes, OSLEUM clade, Lecanoromycetidae, Lecanorales, Lecanorineae, Stereocaulaceae, Lepraria	9LECA	Unassembled WGS sequence	GCA_042464665.1	full	0
UP001595075	Oculimacula yallundae	86028	16505	C:98.6%[S:98.3%,D:0.2%],F:0.4%,M:1.1%,n:5177	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Leotiomycetes, Helotiales, Ploettnerulaceae, Oculimacula	9HELO	Unassembled WGS sequence	GCA_042604555.1	full	0
UP001600064	Remersonia thermophila	72144	7598	C:97.4%[S:97.3%,D:0.1%],F:0.6%,M:2.0%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Sordariales, Sordariales incertae sedis, Remersonia	9PEZI	Chromosome 1; Chromosome 2; Chromosome 3; Chromosome 4; Chromosome 5; Chromosome 6; Chromosome 7; Unassembled WGS sequence	GCA_042764415.1	full	0
UP001600888	Diaporthe vaccinii	105482	19245	C:96.9%[S:71.4%,D:25.5%],F:0.4%,M:2.7%,n:3817	Unknown	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, sordariomyceta, Sordariomycetes, Sordariomycetidae, Diaporthales, Diaporthaceae, Diaporthe, Diaporthe eres species complex	9PEZI	Unassembled WGS sequence	GCA_042826995.1	full	0
UP001610334	Aspergillus granulosus	176169	12856	C:96.5%[S:96.3%,D:0.2%],F:0.8%,M:2.6%,n:4191	Close to standard (high value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Nidulantes	9EURO	Unassembled WGS sequence	GCA_044048675.1	full	0
UP001610335	Aspergillus cavernicola	176166	12854	C:97.2%[S:96.9%,D:0.3%],F:0.5%,M:2.3%,n:4191	Close to standard (high value)	cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales, Aspergillaceae, Aspergillus, Aspergillus subgen. Nidulantes	9EURO	Unassembled WGS sequence	GCA_044048685.1	full	0
